date,2年債,5年債,10年債,20年債,30年債,40年債,変動利付債,物価連動債
2022-08-31,407321.0,970213.0,2343107.0,1047416.0,363006.0,76427.0,4298.0,43084.0
2022-09-09,389986.0,983356.0,2357720.0,1050499.0,363938.0,76427.0,4298.0,43685.0
2022-09-20,394216.0,924816.0,2350721.0,1044693.0,364431.0,76436.0,4298.0,43685.0
2022-09-30,395330.0,933060.0,2395689.0,1048179.0,364918.0,76436.0,4298.0,43685.0
2022-10-07,376348.0,944044.0,2404333.0,1050079.0,365494.0,76468.0,4298.0,44285.0
2022-10-20,380346.0,950544.0,2422793.0,1053051.0,367358.0,76567.0,4598.0,44285.0
2022-10-31,385303.0,957941.0,2466712.0,1058860.0,371063.0,76951.0,4598.0,44887.0
2022-11-10,366067.0,968722.0,2473726.0,1063890.0,372165.0,77149.0,4598.0,44887.0
2022-11-18,368240.0,968822.0,2480594.0,1065016.0,372894.0,77424.0,4598.0,45487.0
2022-11-30,369000.0,976847.0,2494299.0,1072867.0,374429.0,77424.0,1428.0,45487.0
2022-12-09,348332.0,983629.0,2526107.0,1075213.0,375417.0,78104.0,1428.0,45487.0
2022-12-20,352683.0,929090.0,2536535.0,1065619.0,377155.0,78256.0,1428.0,45487.0
2022-12-30,356310.0,955207.0,2560022.0,1074468.0,379586.0,78784.0,1428.0,46087.0
2023-01-10,339599.0,962488.0,2574186.0,1081813.0,381704.0,78784.0,1428.0,46087.0
2023-01-20,345540.0,974711.0,2675581.0,1099495.0,385341.0,79470.0,1728.0,46087.0
2023-01-31,351104.0,991268.0,2680447.0,1113705.0,388876.0,81738.0,1728.0,46688.0
2023-02-10,332123.0,1001654.0,2683162.0,1119523.0,392589.0,82035.0,1728.0,46688.0
2023-02-20,335861.0,1002124.0,2687096.0,1123577.0,394066.0,83314.0,1728.0,46688.0
2023-02-28,339092.0,1012662.0,2701566.0,1130243.0,396239.0,83748.0,1728.0,47289.0
2023-03-10,334748.0,1023929.0,2734232.0,1137843.0,398398.0,83945.0,1728.0,47289.0
2023-03-20,338644.0,959292.0,2683644.0,1128563.0,398853.0,84042.0,1728.0,47289.0
2023-03-31,342150.0,963988.0,2690074.0,1133131.0,401385.0,84074.0,1728.0,47890.0
2023-04-10,320132.0,969021.0,2689792.0,1134467.0,402954.0,84233.0,1728.0,47890.0
2023-04-20,327877.0,974083.0,2701522.0,1137402.0,406124.0,85142.0,2028.0,47890.0
2023-04-28,331778.0,983474.0,2714409.0,1142385.0,408535.0,85356.0,2028.0,48490.0
